,band_name,album,song_name,lyrics,genius_url,lyrics_clean,song_lower
198,Death Cab for Cutie,Plans,Talking Like Turnstiles,"Sometimes I talk like a turnstile
When I have had too much to drink
A tangled tongue like English Ivy
Just like a film dubbed out of sync
The phone is ringing in the guest room
A muffled voice on the machine
It's either someone I don't want to talk to
Or someone selling what I don't need
As I'm waiting for you to come on home
Sometimes, I fall in fits of laughter
My bottle shatters on the floor
And you apologize profusely
For the drunkard on the lawn
I'll change, love, change
I'll change for you
Because even slurred words
Can contain some truth
I'll change, love, change
I'll change for you
When I am ready to",https://genius.com/Death-cab-for-cutie-talking-like-turnstiles-lyrics,sometimes i talk like a turnstile when i have had too much to drink a tangled tongue like english ivy just like a film dubbed out of sync the phone is ringing in the guest room a muffled voice on the machine its either someone i dont want to talk to or someone selling what i dont need as im waiting for you to come on home sometimes i fall in fits of laughter my bottle shatters on the floor and you apologize profusely for the drunkard on the lawn ill change love change ill change for you because even slurred words can contain some truth ill change love change ill change for you when i am ready to,talking like turnstiles
245,Death Cab for Cutie,Plans,What Sarah Said,"And it came to me then that every plan
Is a tiny prayer to Father Time
As I stared at my shoes in the ICU
That reeked of piss and 409
And I rationed my breaths as I said to myself
That I'd already taken too much today
As each descending peak on the LCD
Took you a little farther away from me
Away from me

Amongst the vending machines and year-old​ magazines
In a place where we only say goodbye
It stung like a violent wind that our memories depend
On a faulty camera in our minds
And I knew that you were a truth I would rather lose
Than to have never lain beside at all
And I looked around at all the eyes on the ground
As the TV entertained itself

'Cause there's no comfort in the waiting room
Just nervous paces bracing for bad news
And then the nurse comes 'round and everyone lifts their head
But I'm thinking of what Sarah said
That love is watching someone die

So who's gonna watch you die?
So who's gonna watch you die?
So who's gonna watch you die?",https://genius.com/Death-cab-for-cutie-what-sarah-said-lyrics,and it came to me then that every plan is a tiny prayer to father time as i stared at my shoes in the icu that reeked of piss and 409 and i rationed my breaths as i said to myself that id already taken too much today as each descending peak on the lcd took you a little farther away from me away from me amongst the vending machines and yearold magazines in a place where we only say goodbye it stung like a violent wind that our memories depend on a faulty camera in our minds and i knew that you were a truth i would rather lose than to have never lain beside at all and i looked around at all the eyes on the ground as the tv entertained itself cause theres no comfort in the waiting room just nervous paces bracing for bad news and then the nurse comes round and everyone lifts their head but im thinking of what sarah said that love is watching someone die so whos gonna watch you die so whos gonna watch you die so whos gonna watch you die,what sarah said
32,Death Cab for Cutie,Plans,Brothers on a Hotel Bed,"You may tire of me as our December sun is setting
'Cause I'm not who I used to be
No longer easy on the eyes
But these wrinkles masterfully disguise the youthful boy below
Who turned your way and saw something he was not looking for
Both a beginning and an end
But now he lives inside someone he does not recognize
When he catches his reflection on accident

On the back of a motorbike
With your arms outstretched, trying to take flight, leaving everything behind
But even at our swiftest speed, we couldn't break from the concrete
In the city where we still reside
And I have learned that even landlocked lovers yearn
For the sea like navy men
'Cause now we say goodnight from our own separate sides
Like brothers on a hotel bed

Like brothers on a hotel bed
Like brothers on a hotel bed
Like brothers on a hotel bed

You may tire of me as our December sun is setting
'Cause I'm not who I used to be",https://genius.com/Death-cab-for-cutie-brothers-on-a-hotel-bed-lyrics,you may tire of me as our december sun is setting cause im not who i used to be no longer easy on the eyes but these wrinkles masterfully disguise the youthful boy below who turned your way and saw something he was not looking for both a beginning and an end but now he lives inside someone he does not recognize when he catches his reflection on accident on the back of a motorbike with your arms outstretched trying to take flight leaving everything behind but even at our swiftest speed we couldnt break from the concrete in the city where we still reside and i have learned that even landlocked lovers yearn for the sea like navy men cause now we say goodnight from our own separate sides like brothers on a hotel bed like brothers on a hotel bed like brothers on a hotel bed like brothers on a hotel bed you may tire of me as our december sun is setting cause im not who i used to be,brothers on a hotel bed
44,Death Cab for Cutie,Plans,Crooked Teeth,"It was 100 degrees as we sat beneath a willow tree
Whose tears didn't care, they just hung in the air
And refused to fall, to fall
And I knew I'd made a horrible call
And now, the state line felt like the Berlin Wall
And there was no doubt about which side I was on, mhm

'Cause I built you a home in my heart
With rotten wood and it decayed from the start

'Cause you can't find nothing at all
If there was nothing there all along
No, you can't find nothing at all
If there was nothing there all along

I braved treacherous streets
And kids strung out on homemade speed
And we shared a bed in which I could not sleep at all
Woo-hoo, woo-hoo, ooh
'Cause at night, the sun in retreat
Made the skyline look like crooked teeth
In the mouth of a man who was devouring us both

You're so cute when you're slurring your speech
But they're closing the bar and they want us to leave

And you can't find nothing at all
If there was nothing there all along
No, you can't find nothing at all
If there was nothing there all along

I'm a war of head versus heart
And it's always this way
My head is weak and my heart always speaks
Before I know what it will say


And you can't find nothing at all
If there was nothing there all along
No, you can't find nothing at all
If there was nothing there all along

No, you can't find nothing at all
If there was nothing there all along
There were churches, theme parks, and malls
But there was nothing there all along",https://genius.com/Death-cab-for-cutie-crooked-teeth-lyrics,it was 100 degrees as we sat beneath a willow tree whose tears didnt care they just hung in the air and refused to fall to fall and i knew id made a horrible call and now the state line felt like the berlin wall and there was no doubt about which side i was on mhm cause i built you a home in my heart with rotten wood and it decayed from the start cause you cant find nothing at all if there was nothing there all along no you cant find nothing at all if there was nothing there all along i braved treacherous streets and kids strung out on homemade speed and we shared a bed in which i could not sleep at all woohoo woohoo ooh cause at night the sun in retreat made the skyline look like crooked teeth in the mouth of a man who was devouring us both youre so cute when youre slurring your speech but theyre closing the bar and they want us to leave and you cant find nothing at all if there was nothing there all along no you cant find nothing at all if there was nothing there all along im a war of head versus heart and its always this way my head is weak and my heart always speaks before i know what it will say and you cant find nothing at all if there was nothing there all along no you cant find nothing at all if there was nothing there all along no you cant find nothing at all if there was nothing there all along there were churches theme parks and malls but there was nothing there all along,crooked teeth
259,Death Cab for Cutie,Plans,Your Heart Is an Empty Room,"Burn it down
'Til the embers smoke on the ground
And start new
When your heart is an empty room
With walls of the deepest blue

Home's face
How it ages when you're away
And spring blooms
Then you find a love that's true
But you don't know what now to do

'Cause the chase is all you know
And she stopped running months ago

And all you see
Is where else you could be when you're at home
And out on the street
Are so many possibilities to not be alone


The flames and smoke
Climbed out of every window
And disappeared
With everything that you held dear
But you shed not a single tear
For the things that you didn't need
'Cause you knew you were finally free

'Cause all you see
Is where else you could be when you're at home
And out on the street
Are so many possibilities to not be alone
And all you see
Is where else you could be when you're at home
And there on the street
Are so many possibilities to not be alone",https://genius.com/Death-cab-for-cutie-your-heart-is-an-empty-room-lyrics,burn it down til the embers smoke on the ground and start new when your heart is an empty room with walls of the deepest blue homes face how it ages when youre away and spring blooms then you find a love thats true but you dont know what now to do cause the chase is all you know and she stopped running months ago and all you see is where else you could be when youre at home and out on the street are so many possibilities to not be alone the flames and smoke climbed out of every window and disappeared with everything that you held dear but you shed not a single tear for the things that you didnt need cause you knew you were finally free cause all you see is where else you could be when youre at home and out on the street are so many possibilities to not be alone and all you see is where else you could be when youre at home and there on the street are so many possibilities to not be alone,your heart is an empty room
126,Death Cab for Cutie,Plans,Marching Bands of Manhattan,"If I could open my arms
And span the length of the Isle of Manhattan
I'd bring it to where you are
Making a lake of the East River and Hudson
If I could open my mouth
Wide enough for a marching band to march out
They would make your name sing
And bend through alleys and bounce off all the buildings

I wish we could open our eyes
To see in all directions at the same time
Oh, what a beautiful view
If you were never aware of what was around you
And it is true what you said
That I live like a hermit in my own head
But when the sun shines again
I'll pull the curtains and blinds to let the light in

Sorrow drips into your heart through a pinhole
Just like a faucet that leaks and there is comfort in the sound
But while you debate ""half empty or half full?""
It slowly rises, your love is gonna drown
Sorrow drips into your heart through a pinhole
Just like a faucet that leaks and there is comfort in the sound
But while you debate ""half empty or half full?""
It slowly rises, your love is gonna drown

Sorrow drips into your heart through a pinhole
Just like a faucet that leaks and there is comfort in the sound
But while you debate ""half empty or half full?""
It slowly rises, your love is gonna drown
Sorrow drips into your heart through a pinhole
Just like a faucet that leaks and there is comfort in the sound
But while you debate ""half empty or half full?""
It slowly rises, your love is gonna drown

Your love is gonna drown
Your love is gonna drown
Your love is gonna drown
Your love is gonna drown
Your love is gonna",https://genius.com/Death-cab-for-cutie-marching-bands-of-manhattan-lyrics,if i could open my arms and span the length of the isle of manhattan id bring it to where you are making a lake of the east river and hudson if i could open my mouth wide enough for a marching band to march out they would make your name sing and bend through alleys and bounce off all the buildings i wish we could open our eyes to see in all directions at the same time oh what a beautiful view if you were never aware of what was around you and it is true what you said that i live like a hermit in my own head but when the sun shines again ill pull the curtains and blinds to let the light in sorrow drips into your heart through a pinhole just like a faucet that leaks and there is comfort in the sound but while you debate half empty or half full it slowly rises your love is gonna drown sorrow drips into your heart through a pinhole just like a faucet that leaks and there is comfort in the sound but while you debate half empty or half full it slowly rises your love is gonna drown sorrow drips into your heart through a pinhole just like a faucet that leaks and there is comfort in the sound but while you debate half empty or half full it slowly rises your love is gonna drown sorrow drips into your heart through a pinhole just like a faucet that leaks and there is comfort in the sound but while you debate half empty or half full it slowly rises your love is gonna drown your love is gonna drown your love is gonna drown your love is gonna drown your love is gonna drown your love is gonna,marching bands of manhattan
51,Death Cab for Cutie,Plans,Different Names for the Same Thing,"Alone on a train, aimless in wander
An outdated map crumpled in my pocket
But I didn't care where I was going
They're all different names for the same place

The coast disappeared when the sea drowned the sun
I knew no words to share it with anyone
The boundaries of language I quietly cursed
And all the different names for the same thing


There are different names for the same thing
There are different names for the same thing
There are different names, (there are, there are) different names
(There are, there are) Different names, (there are, there are) different names
(There are, there are) Different names, (there are, there are) different names
(There are, there are) Different names (different names), (there are, there are) different names
(There are)

(Different names) Different names (for the same thing) for the same thing
Different names (for the same thing) (different names) for the same thing",https://genius.com/Death-cab-for-cutie-different-names-for-the-same-thing-lyrics,alone on a train aimless in wander an outdated map crumpled in my pocket but i didnt care where i was going theyre all different names for the same place the coast disappeared when the sea drowned the sun i knew no words to share it with anyone the boundaries of language i quietly cursed and all the different names for the same thing there are different names for the same thing there are different names for the same thing there are different names there are there are different names there are there are different names there are there are different names there are there are different names there are there are different names there are there are different names different names there are there are different names there are different names different names for the same thing for the same thing different names for the same thing different names for the same thing,different names for the same thing
157,Death Cab for Cutie,Prove My Hypotheses / Wait,Prove My Hypotheses,"Just admit that you're wrong and I'll give back what I borrowed or stole
From the parent's house, from the studio, it's the principle of...
You said wait here, prove all my hypotheses
Catching up with the band; their drummer had left to pursue his career
I rode in their van; they stated
""The parting was ugly, it brought him to tears.""
You said wait here, prove all my hypotheses
You said wait here, prove all my hypotheses",https://genius.com/Death-cab-for-cutie-prove-my-hypotheses-lyrics,just admit that youre wrong and ill give back what i borrowed or stole from the parents house from the studio its the principle of you said wait here prove all my hypotheses catching up with the band their drummer had left to pursue his career i rode in their van they stated the parting was ugly it brought him to tears you said wait here prove all my hypotheses you said wait here prove all my hypotheses,prove my hypotheses
351,Benjamin Gibbard,Proxima B / Filler,Proxima B,"Oh, this world's starting to bring me down
The ocean's rising and we're all gonna drown
There's a place where you and I can go
We can start this whole mess all over
Proxima B, bathed in the glow of Centauri
Proxima B, careless and free

Don't try to tell me that there's no second act
Say your goodbyes and get your suitcase back
So what's the point of trying to save this place
There's another out in outer space
Proxima B, from where return isn't guaranteed
Proxima B, the stars are a sea
Proxima B, bathed in the glow of Centauri
Proxima B, careless and free
You and I are gonna get it right
We won't make the same mistakes twice
Everybody's starting to figure it out
And our little planet's slowly drawing a crowd
Proxima B, I remember when it was just you and me
Proxima B, careless and free
Proxima B, from where return isn't guaranteed
Proxima B, the stars are a sea",https://genius.com/Benjamin-gibbard-proxima-b-lyrics,oh this worlds starting to bring me down the oceans rising and were all gonna drown theres a place where you and i can go we can start this whole mess all over proxima b bathed in the glow of centauri proxima b careless and free dont try to tell me that theres no second act say your goodbyes and get your suitcase back so whats the point of trying to save this place theres another out in outer space proxima b from where return isnt guaranteed proxima b the stars are a sea proxima b bathed in the glow of centauri proxima b careless and free you and i are gonna get it right we wont make the same mistakes twice everybodys starting to figure it out and our little planets slowly drawing a crowd proxima b i remember when it was just you and me proxima b careless and free proxima b from where return isnt guaranteed proxima b the stars are a sea,proxima b
327,Benjamin Gibbard,Proxima B / Filler,Filler,"What happened to you?
You're not the same
Something in your head
Made a violent change

And it’s, it's in your head, it's in your head, it’s in your head
You call it religion, you're full of shit

Was she really worth it?
She cost you your life
She'll never leave your side
She's gonna be your wife

And it's, it's in your head, it's in your head, it's in your head
You call it romance, you’re full of shit
It’s in your head, it's in your head, it’s in your head
If you call it romance, you're full of shit

Your brain is clay
What's going on?
You picked up a Bible
And now you're gone

And it’s, it's in your head, it's in your head, it's in your head
You call it religion, you're full of shit
It's in your head, it's in your head, it's in your head
You call it religion, you're full of shit

You never have, you never will
Filler",https://genius.com/Benjamin-gibbard-filler-lyrics,what happened to you youre not the same something in your head made a violent change and its its in your head its in your head its in your head you call it religion youre full of shit was she really worth it she cost you your life shell never leave your side shes gonna be your wife and its its in your head its in your head its in your head you call it romance youre full of shit its in your head its in your head its in your head if you call it romance youre full of shit your brain is clay whats going on you picked up a bible and now youre gone and its its in your head its in your head its in your head you call it religion youre full of shit its in your head its in your head its in your head you call it religion youre full of shit you never have you never will filler,filler
110,Death Cab for Cutie,Score! 20 Years of Merge Records: The Covers!,Kicked In,"I wish the nights were warm again this month
We could stay up all night
Occupy the porch on the front
Of the house where we might
Always forget to replace the bulb in the glass
Rectangular vase
The lamp on the street flickers on through the trees
And I can see your face

Kicked in and dark inside
Lit below and burning white
Kicked in and left unhooked
Folded, found and kept alive

Well, I've never had one of these before
And it's stronger than I thought
Someone put the glass in my hand and
Romanced by the shape it was
He said rocket fuel is the key
He called it clear and hard
And it wipes me out
And it warms me up
Well, I hope so
'Cause it's bitter cold

Kicked in and dark inside
Lit below and burning white
Kicked in and left unhooked
Folded, found and we kept alive

Kicked in and dark inside
Lit below and burning white
Kicked in and left unhooked
Folded, found and we kept alive
Kicked in and dark inside
Lit below and burning white
Kicked in and left unhooked
Folded, found and we kept alive",https://genius.com/Death-cab-for-cutie-kicked-in-lyrics,i wish the nights were warm again this month we could stay up all night occupy the porch on the front of the house where we might always forget to replace the bulb in the glass rectangular vase the lamp on the street flickers on through the trees and i can see your face kicked in and dark inside lit below and burning white kicked in and left unhooked folded found and kept alive well ive never had one of these before and its stronger than i thought someone put the glass in my hand and romanced by the shape it was he said rocket fuel is the key he called it clear and hard and it wipes me out and it warms me up well i hope so cause its bitter cold kicked in and dark inside lit below and burning white kicked in and left unhooked folded found and we kept alive kicked in and dark inside lit below and burning white kicked in and left unhooked folded found and we kept alive kicked in and dark inside lit below and burning white kicked in and left unhooked folded found and we kept alive,kicked in
328,Benjamin Gibbard,Shrinking: Season 1 (Apple TV+ Original Series Soundtrack),Frightening Fishes (Main Title Theme from ”Shrinking”),"These days I've been barely holding on
Climbing the walls every dusk ’til dawn
Fearing the future, mourning the past
The hours moving slowly, then vanishing fast

But I'm trying, in my way, to concede
And to tell you just what I need

Help me carry this weight that's dragging me down
Pull me out of the drink before I start to drown
Let the wreckage all sink to where the fishes are frightening
I wanna hear myself think again

I wanna hear myself think again

For so long, I’ve been turnin' into the skid
And waltzing away from the damage I did
I'd brush off my shouldеrs and tuck in my shirt
And flee from the scene bеfore I knew I'd been hurt

But I've been trying my best to concede
To cease to take, just receive
'Cause there's more than your love that I need
That I need

Help me carry this weight that's dragging me down
Pull me out of the drink before I start to drown
Let the wreckage all sink to where the fishes are frightening
I wanna hear myself think again
Help me carry this weight that’s dragging me down
Pull me out of the drink before I start to drown
Let the wreckage all sink to where the fishes are frightening
I wanna hear myself think again

I wanna hear myself think again

Think again",https://genius.com/Benjamin-gibbard-and-tom-howe-frightening-fishes-main-title-theme-from-shrinking-lyrics,these days ive been barely holding on climbing the walls every dusk til dawn fearing the future mourning the past the hours moving slowly then vanishing fast but im trying in my way to concede and to tell you just what i need help me carry this weight thats dragging me down pull me out of the drink before i start to drown let the wreckage all sink to where the fishes are frightening i wanna hear myself think again i wanna hear myself think again for so long ive been turnin into the skid and waltzing away from the damage i did id brush off my shouldеrs and tuck in my shirt and flee from the scene bеfore i knew id been hurt but ive been trying my best to concede to cease to take just receive cause theres more than your love that i need that i need help me carry this weight thats dragging me down pull me out of the drink before i start to drown let the wreckage all sink to where the fishes are frightening i wanna hear myself think again help me carry this weight thats dragging me down pull me out of the drink before i start to drown let the wreckage all sink to where the fishes are frightening i wanna hear myself think again i wanna hear myself think again think again,frightening fishes (main title theme from ”shrinking”)
202,Death Cab for Cutie,Something About Airplanes,The Face That Launched 1000 Shits,"And I'm standing up in my practice room
I'm all alone, the speakers almost blown
On my new Gibson amp
Oh, what the hell

Things are not so different in my vocal master
You're the face that launched one thousand shits
Greeks and Trojans and their thousand shits
The shits lining the shores of Asia Minor
Lining on the shores of Asia Minor
You can tell that I'm not a minor in Asia no more

I'm standing up
This is the face that launched one thousand shits
I'm standing up
This is the face that launched one thousand shits

This is the face that shot
Who never have replaced
Splitting up his kingdom into three separate parts
For his sons and their three separate hearts",https://genius.com/Death-cab-for-cutie-the-face-that-launched-1000-shits-lyrics,and im standing up in my practice room im all alone the speakers almost blown on my new gibson amp oh what the hell things are not so different in my vocal master youre the face that launched one thousand shits greeks and trojans and their thousand shits the shits lining the shores of asia minor lining on the shores of asia minor you can tell that im not a minor in asia no more im standing up this is the face that launched one thousand shits im standing up this is the face that launched one thousand shits this is the face that shot who never have replaced splitting up his kingdom into three separate parts for his sons and their three separate hearts,the face that launched 1000 shits
258,Death Cab for Cutie,Something About Airplanes,Your Bruise,"It's a backwards attraction
To your forward eyes
But you're so far-sighted that you can't place trust
In what or who you recognize

We sped the Plymouth 'cross the banks of the Mississippi River
Mary Timony was smaller than a superball
Chitter-chatter all these secrets started giving me the shivers
Plain and simply broken down near Olympia

I think your bruise was understated
Cause you can't feel this anymore
It's getting bluer and you can't keep faking
That you can't feel this anymore

I think your bruise was understated
Cause you can't feel this anymore
It's getting bluer and you can't keep faking
That you can't feel this anymore

I think your bruise was understated
Cause you can't feel this anymore
It's getting bluer and you can't keep faking
That you can't feel this anymore",https://genius.com/Death-cab-for-cutie-your-bruise-lyrics,its a backwards attraction to your forward eyes but youre so farsighted that you cant place trust in what or who you recognize we sped the plymouth cross the banks of the mississippi river mary timony was smaller than a superball chitterchatter all these secrets started giving me the shivers plain and simply broken down near olympia i think your bruise was understated cause you cant feel this anymore its getting bluer and you cant keep faking that you cant feel this anymore i think your bruise was understated cause you cant feel this anymore its getting bluer and you cant keep faking that you cant feel this anymore i think your bruise was understated cause you cant feel this anymore its getting bluer and you cant keep faking that you cant feel this anymore,your bruise
166,Death Cab for Cutie,Something About Airplanes,Sleep Spent,"I can't expel the truth
It's much more than I thought I could do
And with time, my worth will stain
And split your heart from my name

So drive away
Your mouth from my ears
And waste a day
So I can think clearly

And what's left to wait for here
As my hands sleep, spent this last year
Choking the bottle's neck
That pulled you from my bed

So drive away
Your mouth from my ears
And waste a day
So I can think clearly
Drive away
Your mouth from my ears
And waste a day
So I can think clearly",https://genius.com/Death-cab-for-cutie-sleep-spent-lyrics,i cant expel the truth its much more than i thought i could do and with time my worth will stain and split your heart from my name so drive away your mouth from my ears and waste a day so i can think clearly and whats left to wait for here as my hands sleep spent this last year choking the bottles neck that pulled you from my bed so drive away your mouth from my ears and waste a day so i can think clearly drive away your mouth from my ears and waste a day so i can think clearly,sleep spent
183,Death Cab for Cutie,Something About Airplanes,State Street Residential,"Holding fast until the rent checks wear thin
Because it hasn't sunk in... so far
Well it's a drab routine, the dust storms building
And then it's hard to come clean
Then the months stack up to an addictive crutch
As if the drink weren't enough
A stagger cannot compete
There's no charm in being residential state street
And if I was sober
Could I kill caution and stay over
And if I was sober
Would I rip hearts apart like paper?
I wish you could know better than you show
With parted lips pointed down
That the whiskey soothes more than you could ever do
And if I was sober
Could I kill caution and stay over
And if I was sober
Would I rip hearts apart like paper?
What a difference it made
What a difference it made
And if I was sober
Could I kill caution and stay over
And if I was sober
Would I rip hearts apart like paper?
What a difference it made
What a difference it made",https://genius.com/Death-cab-for-cutie-state-street-residential-lyrics,holding fast until the rent checks wear thin because it hasnt sunk in so far well its a drab routine the dust storms building and then its hard to come clean then the months stack up to an addictive crutch as if the drink werent enough a stagger cannot compete theres no charm in being residential state street and if i was sober could i kill caution and stay over and if i was sober would i rip hearts apart like paper i wish you could know better than you show with parted lips pointed down that the whiskey soothes more than you could ever do and if i was sober could i kill caution and stay over and if i was sober would i rip hearts apart like paper what a difference it made what a difference it made and if i was sober could i kill caution and stay over and if i was sober would i rip hearts apart like paper what a difference it made what a difference it made,state street residential
24,Death Cab for Cutie,Something About Airplanes,Bend to Squares,"Gravitated towards a taste
For foreign films and modern plays
But that machine could only bend to squares five to six times
Before your fingers came unwired

Weights down so that you could move forwards, forwards
So you could move forwards, forwards

Pinch to snub that restless nerve
And knock the wind from one last urge
With two fingers in a rock glass
Time passed and that was that
Quite a slip, a loosened grasp

Weights down so that you could move forwards, forwards
So you could move forwards, forwards

Ooh-ooh, what a way to cut lengthwise
Ooh-ooh, what a way to cut lengthwise
Ooh-ooh, what a way to cut lengthwise
Ooh-ooh, what a way to cut lengthwise",https://genius.com/Death-cab-for-cutie-bend-to-squares-lyrics,gravitated towards a taste for foreign films and modern plays but that machine could only bend to squares five to six times before your fingers came unwired weights down so that you could move forwards forwards so you could move forwards forwards pinch to snub that restless nerve and knock the wind from one last urge with two fingers in a rock glass time passed and that was that quite a slip a loosened grasp weights down so that you could move forwards forwards so you could move forwards forwards oohooh what a way to cut lengthwise oohooh what a way to cut lengthwise oohooh what a way to cut lengthwise oohooh what a way to cut lengthwise,bend to squares
61,Death Cab for Cutie,Something About Airplanes,Fake Frowns,"Bent at the knees, a last resort
Backfired and made things worse
Once on the bus, it was quite possible
You'd be the jailhouse queen

Jury and judge were screaming to hang
You spat the sweat from brow
He shrugged his shoulders, nothing would work
It had to end right now

I can't drive straight
Counting your fake frowns

Focusing in, details a must
Trying to make each one count
All on your fingers stopping at ten
Magistrate keyed in now

Jury and judge were screaming to hang
You spat the sweat from brow
He shrugged his shoulders, nothing would work
It had to end right now

I can't drive straight
Counting your fake frowns
I can't drive straight
Counting your fake frowns

We can't keep your interest now
Increasing pixels and sound
We can't keep your interest now
Increasing pixels and sound

Jury and judge were screaming to hang
You spat the sweat from brow
He shrugged his shoulders, nothing would work
It had to end right...",https://genius.com/Death-cab-for-cutie-fake-frowns-lyrics,bent at the knees a last resort backfired and made things worse once on the bus it was quite possible youd be the jailhouse queen jury and judge were screaming to hang you spat the sweat from brow he shrugged his shoulders nothing would work it had to end right now i cant drive straight counting your fake frowns focusing in details a must trying to make each one count all on your fingers stopping at ten magistrate keyed in now jury and judge were screaming to hang you spat the sweat from brow he shrugged his shoulders nothing would work it had to end right now i cant drive straight counting your fake frowns i cant drive straight counting your fake frowns we cant keep your interest now increasing pixels and sound we cant keep your interest now increasing pixels and sound jury and judge were screaming to hang you spat the sweat from brow he shrugged his shoulders nothing would work it had to end right,fake frowns
131,Death Cab for Cutie,Spotify Singles,My Backwards Walk,"I'm working on my backwards walk
Walking with no shoes or socks
And the time rewinds to the end of May
I wish we'd never met, then met today
I'm working on my faults and cracks
Filling in the blanks and gaps
And when I write them out they don't make sense
I need you to pencil in the rest
I'm working on drawing a straight line
And I'll draw until I get one right
It's bold and dark girl, can't you see
I done drawn a line between you and me
I'm working on erasing you
Just don't have the proper tools
I get hammered, forget that you exist
There's no way I'm forgetting this
I'm working hard on walking out
Shoes keep sticking to the ground
My clothes won't let me close the door
These trousers seem to love your floor
I been working on my backwards walk
There's nowhere else for me to go
Except back to you just one last time
Say yes before I change my mind
Say yes before I...
You're the shit and I'm knee-deep in it
You're the shit and I'm knee-deep in it
You're the shit and I'm knee-deep in it
You're the shit and I'm knee-deep in it
You're the shit and I'm knee-deep in it
You're the shit and I'm knee-deep in it
You're the shit and I'm knee-deep in it
You're the shit and I'm knee-deep in it",https://genius.com/Death-cab-for-cutie-my-backwards-walk-lyrics,im working on my backwards walk walking with no shoes or socks and the time rewinds to the end of may i wish wed never met then met today im working on my faults and cracks filling in the blanks and gaps and when i write them out they dont make sense i need you to pencil in the rest im working on drawing a straight line and ill draw until i get one right its bold and dark girl cant you see i done drawn a line between you and me im working on erasing you just dont have the proper tools i get hammered forget that you exist theres no way im forgetting this im working hard on walking out shoes keep sticking to the ground my clothes wont let me close the door these trousers seem to love your floor i been working on my backwards walk theres nowhere else for me to go except back to you just one last time say yes before i change my mind say yes before i youre the shit and im kneedeep in it youre the shit and im kneedeep in it youre the shit and im kneedeep in it youre the shit and im kneedeep in it youre the shit and im kneedeep in it youre the shit and im kneedeep in it youre the shit and im kneedeep in it youre the shit and im kneedeep in it,my backwards walk
55,Death Cab for Cutie,Stubbs the Zombie: The Soundtrack,Earth Angel,"Earth angel, earth angel
Will you be mine?
My darling dear
Love you all the time
I'm just a fool
A fool in love...
With you
Earth angel, earth angel
The one I adore
Love you forever
And ever more
I'm just a fool
A fool in love
With you
I fell for you
And I knew
The vision of your loveliness
I hoped and I prayed
That someday
I'd be the vision
Of your happiness
Earth angel, earth angel
Please be mine
My darling dear
Love you all the time
I'm just a fool
A fool in love
With you
I fell for you
And I knew
The vision of your loveliness
I hope and I pray
That someday
I'd be the vision
Of your happiness
Earth angel, earth angel
Please be mine
My darling dear
Love you all the time
I'm just a fool
A fool in love...
With you",https://genius.com/Death-cab-for-cutie-earth-angel-lyrics,earth angel earth angel will you be mine my darling dear love you all the time im just a fool a fool in love with you earth angel earth angel the one i adore love you forever and ever more im just a fool a fool in love with you i fell for you and i knew the vision of your loveliness i hoped and i prayed that someday id be the vision of your happiness earth angel earth angel please be mine my darling dear love you all the time im just a fool a fool in love with you i fell for you and i knew the vision of your loveliness i hope and i pray that someday id be the vision of your happiness earth angel earth angel please be mine my darling dear love you all the time im just a fool a fool in love with you,earth angel
123,Death Cab for Cutie,Sweetheart: Our Favorite Artists Sing Their Favorite Love Songs (2009),Love Song,"Whenever I'm alone with you
You make me feel like I am home again
Whenever I'm alone with you
You make me feel like I am whole again
Whenever I'm alone with you
You make me feel like I am young again
Whenever I'm alone with you
You make me feel like I am fun again
However far away I will always love you
However long I stay I will always love you
Whatever words I say I will always love you
I will always love you
Whenever I'm alone with you
You make me feel like I am free again
Whenever I'm alone with you
You make me feel like I am clean again
However far away I will always love you
However long I stay I will always love you
Whatever words I say I will always love you
I will always love you",https://genius.com/Death-cab-for-cutie-love-song-lyrics,whenever im alone with you you make me feel like i am home again whenever im alone with you you make me feel like i am whole again whenever im alone with you you make me feel like i am young again whenever im alone with you you make me feel like i am fun again however far away i will always love you however long i stay i will always love you whatever words i say i will always love you i will always love you whenever im alone with you you make me feel like i am free again whenever im alone with you you make me feel like i am clean again however far away i will always love you however long i stay i will always love you whatever words i say i will always love you i will always love you,love song
