band_name,album,song_name,lyrics,genius_url
Death Cab for Cutie,iTunes Originals – Death Cab for Cutie,Soul Meets Body (iTunes Originals version),"I want to live where soul meets body
And let the sun wrap its arms around me and
Bathe my skin in water cool and cleansing and feel
Feel what it's like to be new
'Cause in my head
There's a Greyhound station
Where I send my thoughts
To far-off destinations
So they may have a chance
Of finding a place where they're
Far more suited than here
I cannot guess what we'll discover
When we turn the dirt with our palms cupped like shovels
But I know our filthy hands can wash one another's and not one speck will remain
I do believe it's true
That there are roads left in both of our shoes
But if the silence takes you
Then I hope it takes me, too
So, Brown Eyes, I'll hold you near
'Cause you're the only song I want to hear
A melody softly soaring through my atmosphere
Where soul meets body
Where soul meets body
Where soul meets body
And I do believe it's true
That there are roads left in both of our shoes
But if the silence takes you
Then I hope it takes me, too
So, Brown Eyes, I'll hold you near
'Cause you're the only song I want to hear
A melody softly soaring through my atmosphere
A melody softly soaring through my atmosphere
A melody softly soaring through my atmosphere
A melody softly soaring through my atmosphere",https://genius.com/Death-cab-for-cutie-soul-meets-body-itunes-originals-version-lyrics
Death Cab for Cutie,,Soul Meets Body (radio edit),"I want to live where soul meets body
And let the sun wrap its arms around me and
Bathe my skin in water cool and cleansing and feel
Feel what it's like to be new
'Cause in my head
There's a Greyhound station
Where I send my thoughts
To far-off destinations
So they may have a chance
Of finding a place where they're
Far more suited than here
I cannot guess what we'll discover
When we turn the dirt with our palms cupped like shovels
But I know our filthy hands can wash one another's and not one speck will remain
I do believe it's true
That there are roads left in both of our shoes
But if the silence takes you
Then I hope it takes me, too
So, Brown Eyes, I'll hold you near
'Cause you're the only song I want to hear
A melody softly soaring through my atmosphere
Where soul meets body
Where soul meets body
Where soul meets body
And I do believe it's true
That there are roads left in both of our shoes
But if the silence takes you
Then I hope it takes me, too
So, Brown Eyes, I'll hold you near
'Cause you're the only song I want to hear
A melody softly soaring through my atmosphere
A melody softly soaring through my atmosphere
A melody softly soaring through my atmosphere
A melody softly soaring through my atmosphere",https://genius.com/Death-cab-for-cutie-soul-meets-body-radio-edit-lyrics
Death Cab for Cutie,,Spring Break Broke,"We left from the south, increasing the altitude
Then drove through to play to the college crowd
But they didn't show and we played on a big rock stage
Making big rock wages and
We took what was left from the cooler and split
It was a spring break so you should have known that it wasn't loaded
That our drummer was posing
But you were too wrecked to realize...
The kids were a blaze, drinks cradled in every hand
And our battle cry was belated by six months
But they didn't care and you ran to the top stair
Opened the door to see her then
She wanted you to: she didn't seem to care
And it was on spring break, so you should have known that it wasn't loaded
That our drummer was posing
But you were too wrecked to realize...
Spring break broke...",https://genius.com/Death-cab-for-cutie-spring-break-broke-lyrics
Death Cab for Cutie,The Photo Album (Deluxe Edition),Stability,"Time for the final bout
Rows of deserted houses
All our stable mates are highway bound
Give us our measly sum
Getting the air inside my lungs is heavenly
Starting out with nothing but crippling doubt

We'll rest easy, justified
Suffered a swift defeat
I'll endure countless repeats
The gift of memory's an awful curse
With age, it just gets much worse

I won't mind
I won't mind
I won't mind
I won't mind

(Time for the final bout)
(Rows of deserted houses)
(All our stable mates are highway bound)
(Give us our measly sum)
(Getting the air inside my lungs is heavenly)
(Starting out with nothing but crippling doubt)
(We'll rest easy, justified)
(Suffered a swift defeat)
(I'll endure countless repeats)
(The gift of memory's an awful curse)
(With age, it just gets much worse)
(I won't mind)
(I won't mind)
(I won't mind)
(I won't mind)",https://genius.com/Death-cab-for-cutie-stability-lyrics
Death Cab for Cutie,Plans,Stable Song,"Time for the final bout
Rows of deserted houses, all
Our stablemates highway-bound

Give us our measly sum
Getting the air inside my lungs
Is heavenly, starting out
With nothing but crippling doubt

We'll rest easy
Justified

Suffered a swift defeat
I'll endure countless repeats
The gift of memory's an awful curse
With age, it just gets much worse

But I won't mind
I won't mind
I won't mind
I won't mind",https://genius.com/Death-cab-for-cutie-stable-song-lyrics
Death Cab for Cutie,The Photo Album (Deluxe Edition),Stable Song (Band Demo),"Time for the final bout
Rows of deserted houses
All our stablemates highway-bound

Give us our measly sum
Getting the air inside my lungs
Is heavenly, starting out
With nothing but crippling doubt

We'll rest easy
Justified

Suffered a swift defeat
I'll endure countless repeats
The gift of memory's an awful curse
With age, it just gets much worse

I won't mind
I won't mind
I won't mind
I won't mind",https://genius.com/Death-cab-for-cutie-stable-song-band-demo-lyrics
Death Cab for Cutie,Plans,Start Again,"I don't know if you can hear me
I'm feeling down and can't think clearly
Even though it's complicated
We've got time to start again
I don't know if you can hear me
Some things I'd change but it's too late
I'd take the past and make it straight
Even though it's complicated
We've got time to start again
I don't know if you can hear me
I'm sorry for the things I've said
But some thoughts just won't leave my head
Even though it's complicated
We've got time to start again
I don't know if you can hear me
Even though it's complicated
We've got time to start again
I don't know if you can hear me",https://genius.com/Death-cab-for-cutie-start-again-lyrics
Death Cab for Cutie,,Start Again (Teenage Fanclub cover),"I don't know if you can hear me
I'm feeling down and can't think clearly
And even though it's complicated
We've got time to start again
I don't know if you can hear me
I'm sorry for the things I've said
But some thoughts just won't leave my head
And even though it''s complicated
We've got time to start again
I don't know if you can hear me
Some things have changed but it's too late
I take the past and make it straight
And even though it's complicated
We've got time to start again
I don't know if you can hear me
And even though it's complicated
We've got time to start again
I don't know if you can hear me",https://genius.com/Death-cab-for-cutie-start-again-teenage-fanclub-cover-lyrics
Death Cab for Cutie,You Can Play These Songs with Chords,State Street Residental,"Holding fast until the rent checks wear thin
Because it hasn't sunk in, so far
Well, it's a drab routine, the dust starts building
Until it's hard to come clean

Then the months stack up to an addict crutch
As if the drink weren't enough
A stagger cannot compete
There's no charm in being residential state street

And if I was sober
Could I kill caution and stay over?
And if I was sober
Would I rip hearts apart like paper?

I wish you could know better than you show
With parted lips pointed down
That the whiskey soothes
More than you could ever do

And if I was sober
Could I kill caution and stay over?
And if I was sober
Would I rip hearts apart like paper?

What a difference it made
What a difference it made

And if I was sober
Could I kill caution and stay over?
And if I was sober
Would I rip hearts apart like paper?

What a difference it made
What a difference it made",https://genius.com/Death-cab-for-cutie-state-street-residental-lyrics
Death Cab for Cutie,Something About Airplanes,State Street Residential,"Holding fast until the rent checks wear thin
Because it hasn't sunk in... so far
Well it's a drab routine, the dust storms building
And then it's hard to come clean
Then the months stack up to an addictive crutch
As if the drink weren't enough
A stagger cannot compete
There's no charm in being residential state street
And if I was sober
Could I kill caution and stay over
And if I was sober
Would I rip hearts apart like paper?
I wish you could know better than you show
With parted lips pointed down
That the whiskey soothes more than you could ever do
And if I was sober
Could I kill caution and stay over
And if I was sober
Would I rip hearts apart like paper?
What a difference it made
What a difference it made
And if I was sober
Could I kill caution and stay over
And if I was sober
Would I rip hearts apart like paper?
What a difference it made
What a difference it made",https://genius.com/Death-cab-for-cutie-state-street-residential-lyrics
Death Cab for Cutie,,State Street Residential (Demo),"Holding fast until
The rent checks wear thin
Because it hasn't sunk in, so far
When it's a drab routine
The dust starts building
Until its hard to come clean
Then my months stack up
To an addictive crush
As if the drink weren't enough
A stagger cannot compete
There's no charm in being
A residential state street
And if I was sober
Would I kill caution and stay over?
And if I was sober
Would I rip hearts apart like paper?
I wish you could know
Better than you show
With parted lips pointing down
That the whiskey soothes
More than you could ever do
And if I was sober
Would I kill caution and stay over?
And if I was sober
Would I rip hearts apart like paper?er
What a difference it'd make
And what a different it'd make
And if I was sober
Would I kill caution and stay over?
And if I was sober
Would I rip hearts apart like paper?
What a difference it'd make
And what a different it'd make",https://genius.com/Death-cab-for-cutie-state-street-residential-demo-lyrics
Death Cab for Cutie,Codes and Keys,"Stay Young, Go Dancing","Life is sweet
In the belly of the beast, in the belly of the beast
And with her song in your heart
It can never bring you down, it can never bring you down
Lost in a maze
Of a thousand rainy days, of a thousand rainy days
But when I heard her voice
Oh, it led me to the end, yes, it led me to the end
Cause when she sings, I hear a symphony
And I'm swallowed in sound as it echoes through me
I'm renewed, oh, how I feel alive
And through autumn's advancing, we'll stay young, go dancing
As the music plays
Feel our bodies' sway
When we move as one
We stay young
Go dancing
Life is sweet
In the belly of the beast, in the belly of the beast
And with her song in your heart
It can never bring you down, it can never bring you down
Cause when she sings, I hear a symphony
And I'm swallowed in sound as it echoes through me
I'm renewed, oh, how I feel alive
And through winter's advancing, we'll stay young, go dancing
Stay young, go dancing
Stay young, go dancing",https://genius.com/Death-cab-for-cutie-stay-young-go-dancing-lyrics
Death Cab for Cutie,The Photo Album (Deluxe Edition),Steadier Footing,"It's gotten late, and now, I want to be alone
All of our friends were here; they all have gone home
And here I sit, on the front porch
Watching the drunks stumble forth into the night
You gave me a heart attack; I did not see you there
I thought you had disappeared so early, away from here

And this is the chance I never got
To make a move, but we just talk about
The people we've met in the last five years
And will we remember them in ten more?
I let you bum a smoke; you quit this winter past
I've tried twice before, but like this, it just would not last",https://genius.com/Death-cab-for-cutie-steadier-footing-lyrics
Death Cab for Cutie,The Photo Album (Deluxe Edition),Steadier Footing (Acoustic Studio Outtake),"It's gotten late, and now, I want to be alone
All of our friends were here, they all have gone home
And here I sit, on the front porch
Watching the drunks stumble forth into the night
You gave me a heart attack, I did not see you there
I thought you had disappeared so early, away from here
And this is the chance I never got
To make a move, but we just talk about
People we've met in the last five years
And will we remember them in ten more?

I let you bum a smoke, you quit this winter past
I've tried twice before, but like this, it just would not last",https://genius.com/Death-cab-for-cutie-steadier-footing-acoustic-studio-outtake-lyrics
Death Cab for Cutie,Codes and Keys,St. Peter’s Cathedral,"St. Peter's Cathedral, built of granite
Ever fearful of the answer
When the candle in the tunnel
Is flickering and sputters and fading faster
It's only then that you will know
What lies above or down below
Or if these fictions only prove
How much you've really got to lose
At St. Peter's Cathedral, there is stained glass
There's a steeple that is reaching
Up towards the heavens, such ambition
Never failing to amaze me
It's either quite a master plan
Or just chemicals that help us understand
That when our hearts stop ticking
This is the end and there's nothing past this
There's nothing past this
There's nothing past this
There's nothing past this
There's nothing past this
There's nothing past this
There's nothing past this
There's nothing past this
There's nothing past this
There's nothing past this
There's nothing past this (There's nothing past this)
There's nothing past this (There's nothing past this)
There's nothing past this (There's nothing past this)
There's nothing past this (There's nothing past this)
There's nothing past this",https://genius.com/Death-cab-for-cutie-st-peters-cathedral-lyrics
Death Cab for Cutie,The Photo Album (Deluxe Edition),Styrofoam Plates,"There's a saltwater film on the jar of your ashes
I threw them to sea, but a gust blew them backwards
And the sting in my eyes, which you, then, inflicted
Was par for the course, just as when you were living
It's no stretch to say you were not quite a father
But a donor of seeds to a poor, single mother
That would raise us alone; we never saw the money
That went down your throat through the hole in your belly

Thirteen years old in the suburbs of Denver
Standing in line for Thanksgiving dinner
At the Catholic church; the servers wore crosses
To shield from the sufferance plaguing the others
Styrofoam plates, cafeteria tables
Charity reeks of cheap wine and pity
And I'm thinking of you; I do every year
When we count all our blessings and wonder what we're doing here

You're a disgrace to the concept of family
The priest won't divulge that fact in his homily
And I'll stand up and scream if the mourning remain quiet
You can deck out a lie in a suit, but I won't buy it
I won't join in the procession that's speaking their piece
Using five-dollar words while praising his integrity
And just 'cause he's gone, it doesn't change the fact
He was a bastard in life; thus, a bastard in death, yeah",https://genius.com/Death-cab-for-cutie-styrofoam-plates-lyrics
Death Cab for Cutie,The Photo Album (Deluxe Edition),Styrofoam Plates (Band Demo),"There's a saltwater film on the jar of your ashes
I threw them to sea, but a gust blew them backwards
And the sting in my eyes, which you then inflicted
Was par for the course, just as when you were living
It's no stretch to say you were not quite a father
But a donor of seeds to a poor, single mother
That would raise us alone, we never saw the money
That went down your throat through the hole in your belly

Thirteen years old in the suburbs of Denver
Standing in line for Thanksgiving dinner
At the Catholic church, the servers wore crosses
To shield from the sufferance plaguing the others
Styrofoam plates, cafeteria tables
Charity reeks of cheap wine and pity
And I'm thinking of you as I do every year
When we count all our blessings and wonder what we're doing here


You're a disgrace to the concept of family
The priest won't divulge that fact in his homily
I'll stand up and scream if the mourning remain quiet
You can deck out a lie in a suit, but I won't buy it
I won't join in the procession that's speaking their piece
Using five-dollar words while praising his integrity
And just 'cause he's gone, it doesn't change the fact
He was a bastard in life, thus, a bastard in death, yeah",https://genius.com/Death-cab-for-cutie-styrofoam-plates-band-demo-lyrics
Death Cab for Cutie,Plans,Summer Skin,"Squeaky swings and tall grass
The longest shadows ever cast
The water's warm and children swim
And we frolicked about in our summer skin
I don't recall a single care
Just greenery and humid air
Then Labor Day came and went
And we shed what was left of our summer skin


On the night you left, I came over
And we peeled the freckles from our shoulders
Our brand new coats were so flushed and pink
And I knew your heart, I couldn't win

'Cause the season's change was a conduit
And we'd left our love in our summer skin",https://genius.com/Death-cab-for-cutie-summer-skin-lyrics
Death Cab for Cutie,Thank You for Today,Summer Years,"Sometimes I wake at night
And watch the rain fall through the street lights
'Cause you're standing still in my mind
Fading out, waving goodbye

And I wonder where you are tonight
If the one you're with was a compromise
As we're walking lines in parallel
That will never meet and it's just as well

Sometimes I'm overcome
By every choice I couldn't outrun
The junctions all disappear
You can't double back to your summer years

And I wonder where you are tonight
If the one you're with was a compromise
As we're walking lines in parallel
That will never meet and it's just as well
And I wonder where you are tonight
If the one you're with was a compromise
As we're walking lines in parallel
That will never meet and it's just as well
It's just as well


And I wonder where you are tonight
If the one you're with was a compromise
As we're walking lines in parallel
That will never meet and it's just as well
And I wonder where you are tonight
If the one you're with was a compromise
As we're walking lines in parallel
That will never meet and it's just as well
It's just as well",https://genius.com/Death-cab-for-cutie-summer-years-lyrics
Death Cab for Cutie,,Sweet and Tender Hooligan (The Smiths cover),"He was a sweet and tender hooligan, hooligan
And he said that he'd never, never do it again
And of course he won't (oh, not until the next time)
He was a sweet and tender hooligan, hooligan
And he swore that he'll never, never do it again
And of course he won't (oh, not until the next time)
Poor old man
He had an ""accident"" with a three-bar fire
But that's OK
Because he wasn't very happy anyway
Poor woman
Strangled in her very own bed as she read
But that's OK
Because she was old and she would have died anyway
Don't blame
The sweet and tender hooligan, hooligan
Because he'll never, never, never, never, never, never do it again
(Not until the next time)
Jury, you've heard every word
So before you decide
Would you look into those ""mother me"" eyes
I love you for you, my love, you my love
You my love, you my love
Jury, you've heard every word
But before you decide
Would you look into those ""mother me"" eyes
I love you for you my love, you my love
I love you just for you, my love
Don't blame
The sweet and tender hooligan, hooligan
Because he'll never, never do it again
And . . 
""In the midst of life we are in death, etc.""
Don't forget the hooligan, hooligan
Because he'll never, never do it again
And . . 
""In the midst of life we are in death, etc.""
Etc., etc., etc., etc.!
In the midst of life we are in death, etc.!
Etc., etc., etc., etc.!
In the midst of life we are in debt, etc.!
Just will you free me?
Will you find me?
Will you free me?
Will you find me?
Will you free me, free me, free me, free me, free me, free me, free me?
Jury will you free me?
Will you find me?
Will you free me?
Will you find me?
How will you find me, find me, find me, find me, find me, find me, find me?
Oh etc., etc., etc., etc., etc., etc.!
Etc., etc., etc., etc.!
In the midst of life we are in debt etc!
Oh...oh...",https://genius.com/Death-cab-for-cutie-sweet-and-tender-hooligan-the-smiths-cover-lyrics
Death Cab for Cutie,Narrow Stairs ,Talking Bird,"1, 2, 3, 4...

Oh, my talking bird
Though you know so few words
They're on infinite repeat
Like your brain can't keep up with your beak
And you're kept in an open cage
So you're free to leave or stay
And sometimes, you get confused
Like there is a hint that I am trying to give you

And the longer you think
The less you know what
To do

It's hard to see your way out
When you live in a house in a house
'Cause you don't realize
That the windows were open the whole time
But oh, my talking bird
Though your feathers are tattered and furled
I'll love you all your days
'Til the breath leaves your delicate frame

It's all here for you
As long as you choose
To stay, hey
It's all here for you
As long as you don't
Fly away",https://genius.com/Death-cab-for-cutie-talking-bird-lyrics
Death Cab for Cutie,The Open Door EP,Talking Bird (Demo),"One, two, three, four
Oh, my talking bird
Though you know so few words
They're on infinite repeat
Like your brain can't keep up with your beak
And you're kept in an open cage
So you're free to leave or stay
And sometimes you get confused
Like there is a hint that I'm trying to give you
The longer you think
The less you know what to do
It's hard to see your way out
When you live in a house in a house
'Cause you don't realize
That the windows were open the whole time
But, oh, my talking bird
Though your feathers are tattered and curled
I'll love you all your days
Till the breath leaves your fragile frame
It's all here for you
As long as you choose to stay, hey
It's all here for you
As long as you don't fly away",https://genius.com/Death-cab-for-cutie-talking-bird-demo-lyrics
Death Cab for Cutie,,Talking Bird (Demo Version),"Oh, my talking bird
Though you know so few words
They're on infinite repeat
And your brain can't keep up with your beak
And you're kept in an open cage
So you're free to leave or stay
And sometimes this makes you confused
But there's no hint that I'm trying to give you
And the longer you think
The less you'll know what to do
It's hard to see your way out
When you live in a house in a house
'Cause you don't realize
That the windows were open the whole time
But, oh, my talking bird
Though your feathers are tattered and curled
I'll love you all your days
Till the breath leaves your fragile frame
It's all here for you
As long as you choose to stay, hey
It's all here for you
As long as you don't fly away",https://genius.com/Death-cab-for-cutie-talking-bird-demo-version-lyrics
Death Cab for Cutie,,Talking Bird (KFOG Private Concert),"One, two, three, four
Oh, my talking bird
Though you know so few words
They're on infinite repeat
Like your brain can't keep up with your beak
And you're kept in an open cage
So you're free to leave or stay
And sometimes you get confused
Like there is a hint that I'm trying to give you
The longer you think
The less you'll know what to do
It's hard to see your way out
When you live in a house in a house
'Cause you don't realize
That the windows were open the whole time
But, oh, my talking bird
Though your feathers are tattered and furled
I'll love you all the day
Till the breath leaves your delicate frame
It's all here for you
As long as you choose to stay, hey
It's all here for you
As long as you don't fly away",https://genius.com/Death-cab-for-cutie-talking-bird-kfog-private-concert-lyrics
Death Cab for Cutie,Plans,Talking Like Turnstiles,"Sometimes I talk like a turnstile
When I have had too much to drink
A tangled tongue like English Ivy
Just like a film dubbed out of sync
The phone is ringing in the guest room
A muffled voice on the machine
It's either someone I don't want to talk to
Or someone selling what I don't need
As I'm waiting for you to come on home
Sometimes, I fall in fits of laughter
My bottle shatters on the floor
And you apologize profusely
For the drunkard on the lawn
I'll change, love, change
I'll change for you
Because even slurred words
Can contain some truth
I'll change, love, change
I'll change for you
When I am ready to",https://genius.com/Death-cab-for-cutie-talking-like-turnstiles-lyrics
Death Cab for Cutie,We Have the Facts and We’re Voting Yes,Technicolor Girls,"Technicolor girls are always on the phone
Talking about their homes
And the conversations continue endlessly
Technicolor boys, transistor radios
Blasting their treble tones
And the arguments are disputed after school
In the parking lot as the teachers bend the rules
Patiently you waited for a courting boy's embrace
Then everyone would know
But the letter jacket wasn't yours to own
And it proves to be on temporary loan
And as they all grow older the truth will be understood
Cause we never turn out the way we thought we would",https://genius.com/Death-cab-for-cutie-technicolor-girls-lyrics
Death Cab for Cutie,You Can Play These Songs with Chords,That’s Incentive,"(That's incentive)
You see nothing to be adored when obsession takes its toll
You can't place you in between the pages of fashion magazines
Paper cuts from turning pages just like a bad dream
Is it this or that or me that makes you love what you can't defeat?
Boiled over burning clean toward the flesh blocks in your knees
It's a lesson that just might keep suppressing appetites
Paper cuts from turning pages just like a bad dream
Is it this or that or me that makes you love what
And I live this life just to bear these scars
Will the hurt subside if you decide?
That's it's me and you this time
Is it you that always, is it you that decides?
And I live this life just to bear these scars
Will the hurt subside if you decide?
And I live this life just to bear these scars
Will the hurt subside if you decide?",https://genius.com/Death-cab-for-cutie-thats-incentive-lyrics
Death Cab for Cutie,iTunes Originals – Death Cab for Cutie,The Employment Pages,"We spread out and occupy the cracks in the urban streets
Idle now, I rearranged the furniture as you sleep
As you sleep, as you sleep
It's so appropriate
The way we amplify the sound
And then the neighbors drop by
And they ask to turn it down again
We spread out and everyone is frightfully more aware
So impressed, the cocktail politics and obscure details
It's so appropriate
The way we amplify the sound
And then the neighbors drop by
And they ask to turn it down again
And it was true that I was truly failing
You were gone and I was home calling around
But nothing was found worthwhile
We spread out and occupy the cracks in the urban streets
Idle now, I rearranged the furniture as you sleep
As you sleep, as you sleep",https://genius.com/Death-cab-for-cutie-the-employment-pages-lyrics
Death Cab for Cutie,Something About Airplanes,The Face That Launched 1000 Shits,"And I'm standing up in my practice room
I'm all alone, the speakers almost blown
On my new Gibson amp
Oh, what the hell

Things are not so different in my vocal master
You're the face that launched one thousand shits
Greeks and Trojans and their thousand shits
The shits lining the shores of Asia Minor
Lining on the shores of Asia Minor
You can tell that I'm not a minor in Asia no more

I'm standing up
This is the face that launched one thousand shits
I'm standing up
This is the face that launched one thousand shits

This is the face that shot
Who never have replaced
Splitting up his kingdom into three separate parts
For his sons and their three separate hearts",https://genius.com/Death-cab-for-cutie-the-face-that-launched-1000-shits-lyrics
Death Cab for Cutie,,The Face That Launched 1000 Shits (Revolutionary Hydra cover),"And I'm standing up in my practice room
I'm all alone
Speakers almost blown
On my new Gibson amp
Oh, what the hell
Things are not so different in my vocal master
You're the face that launched one thousand shits
Greeks and Trojans and the thousand shits
The shits lining the shores of Asia Minor
Lining all the shores of Asia Minor
You can tell that I'm not a minor in Asia no more
I'm standing up
This is the face that launched a thousand shits
I'm standing up
This is the face that launched one thousand shits
This is the face that shot
Who never have replaced
Splitting up his kingdom into three separate parts
For his sons and their three separate hearts",https://genius.com/Death-cab-for-cutie-the-face-that-launched-1000-shits-revolutionary-hydra-cover-lyrics
Death Cab for Cutie,Kintsugi,The Ghosts of Beverly Drive,"If only you had known me before the accident
For with that grand collision, came a grave consequence
Receptors overloaded, they burst and disconnect
'Til there was little feeling, please work with what is left

Oh, I need not be flattered that you've never been here before
So there's no need to mention that you've no firsts anymore
But if you let me be your skyline, I'll let you be the wave
That reduces me to rubble, but looked safe from far away

I don't know why, I don't know why
I return to the scenes of these crimes
Where the hedgerows slowly wind
Through the ghosts of Beverly Drive
I don't know why, I don't know why
I don't know what I expect to find
Where all the news is secondhand
And everything just goes on as planned

You wanna teach but not be taught
And I wanna sell but not be bought
So let us not be lonesome
So let us not be lonesome
Lost in between our needs and wants
Our needs and wants

I don't know why, I don't know why
I return to the scenes of these crimes
Where the hedgerows slowly wind
Through the ghosts of Beverly Drive
I don't know why, I don't know why
I don't know what I expect to find
Where all the news is secondhand
And everything just goes on as planned

I don't know why, I don't know why
I don't know why, I don't know why
I don't know why, I don't know why
I don't know why, I don't know why",https://genius.com/Death-cab-for-cutie-the-ghosts-of-beverly-drive-lyrics
Death Cab for Cutie,Kintsugi (Remixes),The Ghosts of Beverly Drive (Tycho Remix),"If only you'd have known me
Before the accident
For with that grand collision
Came a grave consequence
Receptors overloaded
They burst and disconnect
'Til there was little feeling
Please work with what is left
Oh, I need not be flattered
That you've never been here before
So there’s no need to mention
That you've no firsts anymore
But if you let me be your skyline
I’ll let you be the wave
That reduces me to rubble
But looked safe from far away
So let us not be lonesome
So let us not be lonesome
Oh, I need not be flattered
That you've never been here before
So there’s no need to mention
That you've no firsts anymore
If you let me be your skyline
I’ll let you be the wave
Reduces me to rubbles
Looked safe from far away
You wanna
I wanna sell but not be bought
I don’t know why, I don’t know why
I don’t know why, I don’t know why
I don’t know why, I don’t know why
You wanna
I wanna sell but not be bought
So let us not be lonesome
So let us not be lonesome
I don’t know why, I don’t know why
You wanna
And I wanna
So let us not be lonesome
So let us not be lonesome
Lost in between our needs and wants
Our needs and wants
I don’t know why, I don’t know why
I return to the scenes of these crimes
Where the hedgerows slowly wind
Through the ghosts of Beverly Drive
I don’t know why, I don’t know why
I don’t know what I expect to find
Where all the news is secondhand
And everything just goes on as planned
I don’t know why, I don’t know why
I don’t know why, I don’t know why (Don't know why)
I don’t know why, I don’t know why
I return to the scenes of these crimes
Where the hedgerows slowly wind
Through the ghosts of Beverly Drive
I don’t know why, I don’t know why
I don’t know what I expect to find
Where all the news is secondhand
And everything just goes on as planned
I wanna sell but not be bought
You wanna teach but not be taught
And I wanna sell but not be bought",https://genius.com/Death-cab-for-cutie-the-ghosts-of-beverly-drive-tycho-remix-lyrics
Death Cab for Cutie,Narrow Stairs ,The Ice Is Getting Thinner,"We're not the same, dear, as we used to be
The seasons have changed, and so have we
There was little we could say, and even less that we could do
To stop the ice from getting thinner under me and you

We bury our love in the wintery grave
A lump in the snow was all that remained
Though we stayed by its side as the days turned to weeks
And the ice kept getting thinner with every word that we'd speak

And when the spring arrived, we were taken by surprise
When the floes under our feet bled into the sea
And nothing was left for you and me

We're not the same, dear, and it seems to me
There's nowhere we can go with nothing underneath
And it saddens me to say what we both knew was true
That the ice was getting thinner under me and you
The ice was getting thinner under me and you",https://genius.com/Death-cab-for-cutie-the-ice-is-getting-thinner-lyrics
Death Cab for Cutie,Transatlanticism (2013 Reissue),The New Year,"So this is the new year
And I don't feel any different
The clanking of crystal
Explosions off in the distance
In the distance

So this is the new year
And I have no resolutions
Or self-assigned penance
For problems with easy solutions

So everybody put your best suit or dress on
Let's make believe that we are wealthy for just this once
Lighting firecrackers off on the front lawn
As thirty dialogues bleed into one
I wish the world was flat like the old days
Then I could travel just by folding the map
No more airplanes or speed trains or freeways
There'd be no distance that could hold us back
There'd be no distance that could hold us back
There'd be no distance that could hold us back

So this is the new year
So this is the new year
So this is the new year
So this is the new year",https://genius.com/Death-cab-for-cutie-the-new-year-lyrics
Death Cab for Cutie,,The New Year (acoustic),"So this is the new year
And I don't feel any different
The clanking of crystal
Explosions off in the distance
In the distance
So this is the new year
And I have no resolution
It's self-assigned penance
For problems with easy solutions
So everybody put your best suit or dress on
Let's make believe that we are wealthy for just this once
Lighting firecrackers off on the front lawn
As thirty dialogues bleed into one
I wish the world was flat like the old days
And I could travel just by folding the map
No more airplanes or speed-trains or freeways
There'd be no distance that could hold us back
There'd be no distance that could hold us back
There'd be no distance that could hold us back
So this is the new year
So this is the new year
So this is the new year
So this is the new year",https://genius.com/Death-cab-for-cutie-the-new-year-acoustic-lyrics
Death Cab for Cutie,Transatlanticism (2013 Reissue),The New Year (Demo),"So this is the new year
But I don't feel any different
The clanking of crystal
Explosions off in the distance
In the distance

So this is the new year
And I have no resolutions
It's self-assigned penance
For problems with easy solutions

So everybody put your best suit or dress on
Let's make believe that we are wealthy for just this once
Lighting firecrackers off on the front lawn
As thirty dialogues bleed into one
I wish the world was flat as the old days
And I could travel just by folding the map
No more airplanes or congested freeways
There'd be no distance that could hold us back
There'd be no distance that could hold us back
There'd be no distance that could hold us back

So this is the new year
So this is the new year
So this is the new year
So this is the new year",https://genius.com/Death-cab-for-cutie-the-new-year-demo-lyrics
Death Cab for Cutie,Asphalt Meadows (Acoustic),The Plan,"On the step, you handed me
Pieces of the plan
At the gate, you handed me
Pieces of the plan

Can I hold it
For a week?
Can I hold it
For a week?
Can I hold it
For a week?
Can I hold it
For a week?
Can I hold it?
Can I hold it?
Can I hold it
For a week?",https://genius.com/Death-cab-for-cutie-the-plan-lyrics
Death Cab for Cutie,Transatlanticism (2013 Reissue),The Sound of Settling,"I've got a hunger twisting my stomach into knots
That my tongue has tied off
My brain's repeating, ""If you've got an impulse, let it out""
But they never make it past my mouth

Bop bah, this is the sound of settling
Bop bah, bop bah (Bop bah)
Bop bah (Bop bah), this is the sound of settling
Bop bah, bop bah (Bop bah)

Our youth is fleeting, old age is just around the bend
And I can't wait to go grey
And I'll sit and wonder of every love that could've been
If I'd only thought of something charming to say

Bop bah (Bop bah), this is the sound of settling
Bop bah, bop bah (Bop bah)
Bop bah, this is the sound of settling
Bop bah, bop bah (Bop bah)
Bop bah, this is the sound of settling
Bop bah, bop bah (Bop bah)
Bop bah (Bop bah), this is the sound of settling
Bop bah, bop bah (Bop bah)

I've got a hunger twisting my stomach into knots",https://genius.com/Death-cab-for-cutie-the-sound-of-settling-lyrics
