,Unnamed: 0,band_name,album,song_name,song_lower,x,y,sentiment
207,201,Death Cab for Cutie,iTunes Originals – Death Cab for Cutie,The Employment Pages,the employment pages,-0.07055377080958329,-0.05731160828643418,-0.356
208,82,Death Cab for Cutie,iTunes Originals – Death Cab for Cutie,Hindsight,hindsight,-0.06364776393325158,-0.06169673140226946,-0.9169
209,66,Death Cab for Cutie,,Fortunate Son (feat. Sean Nelson),fortunate son (feat. sean nelson),-0.04557193013784769,-0.04791613536789355,-0.9827
210,129,Death Cab for Cutie,,Million Dollar Loan,million dollar loan,-0.04668140930275768,-0.04759703518891489,0.6249
211,162,Death Cab for Cutie,,Rockin’ Chair,rockin’ chair,-0.03712743164251619,0.04676297509041457,0.9931
212,176,Death Cab for Cutie,,Spring Break Broke,spring break broke,-0.04904416585425441,-0.04442692374645325,-0.629
213,236,Death Cab for Cutie,,We Have The Facts And We’re Voting Yes,we have the facts and we’re voting yes,-0.11523594853595563,-0.12389685458626415,0.9313
214,252,Death Cab for Cutie,,World Shut Your Mouth,world shut your mouth,-0.031188689117361078,-0.07339222930782414,0.4939
215,294,The Postal Service,,(This Is) The Dream of Evan and Chan,(this is) the dream of evan and chan,-0.06220758423565289,-0.03048895080485065,-0.0917
216,307,Benjamin Gibbard,,A Lovely Affair,a lovely affair,-0.06963105235659503,0.06774165035378432,0.9773
217,331,Benjamin Gibbard,,Ichiro’s Theme,ichiro’s theme,-0.025594092914528424,0.09904562934760174,0.9459
218,334,Benjamin Gibbard,,Indian Summer,indian summer,-0.0631750499873859,-0.06150832827292792,0.8055
219,337,Benjamin Gibbard,,Joga,joga,-0.055400034602677464,0.020669814810971514,0.1531
220,340,Benjamin Gibbard,,Life in Quarantine,life in quarantine,-0.06175604929879509,-0.017012148536692834,-0.9401
221,358,Benjamin Gibbard,,St. Swithin’s Day,st. swithin’s day,0.13971299399608067,-0.04922722279813223,0.9832
222,361,Benjamin Gibbard,,The Saddest Story Ever Told,the saddest story ever told,0.033613480022940505,-0.07339886751618141,-0.8625
223,366,Benjamin Gibbard,,When the Sun Goes Down,when the sun goes down,-0.06055512890911484,-0.009654039881495786,0.8011
224,367,Benjamin Gibbard,,Where Our Destination Lies,where our destination lies,-0.013545051617833963,0.309006255878484,0.9602
